ID,APP_NAME
1,Waplog Chat & Free Dating
2,"Walkie:Talk to Strangers,Chat"
3,"Tonight-chat,meet,dating apps"
4,Perfect Hookup App-Adult Dating for Meetup & NSA
5,JAUMO Flirt Chat & Dating
6,happn-Local dating app
7,Tinder-Match.Chat.Meet.
8,Badoo-Free Chat&Dating App
9,OkCupid Dating
10,TryDate-Free Online Dating App
11,TrulyMadly
12,"SayHi Chat,Love,Meet,Dating"
